iata,icao,name,location,time
BTT,PABT,Bettles Airport,"Bettles, Alaska, United States",UTC−09:00
BTU,WBGB,Bintulu Airport,"Bintulu, Sarawak, Malaysia",UTC+08:00
BTV,KBTV,Burlington International Airport,"Burlington, Vermont, United States",UTC−05:00
BTW,WAOC,Batu Licin Airport,"Batu Licin, Indonesia",UTC+08:00
BTX,YBEO,Betoota Airport,"Betoota, Queensland, Australia",UTC+10:00
BTY,KBTY,Beatty Airport,"Beatty, Nevada, United States",UTC−08:00
BUA,AYBK,Buka Island Airport,"Buka Island, Papua New Guinea",UTC+11:00
BUB,KBUB,Cram Field,"Burwell, Nebraska, United States",UTC−06:00
BUC,YBKT,Burketown Airport,"Burketown, Queensland, Australia",UTC+10:00
BUD,LHBP,Budapest Ferenc Liszt International Airport,"Budapest, Hungary",UTC+01:00
BUE[1],,metropolitan area5,"Buenos Aires, Argentina",UTC−03:00
BUF,KBUF,Buffalo Niagara International Airport,"Buffalo, New York, United States",UTC−05:00
BUG,FNBG,Benguela Airport (Gen. V. Deslandes Airport),"Benguela, Angola",UTC+01:00
BUH[1],,Bucharest Baneasa6,"Bucharest, Romania",UTC+02:00
BUI,WAJB,Bokondini Airport,"Bokondini, Indonesia",UTC+09:00
BUJ,DAAD,Bou Saada Airport,"Bou Saâda, Algeria",UTC+01:00
BUK,,Albuq Airport,"Albuq, Yemen",UTC+03:00
BUL,AYBU,Bulolo Airport,"Bulolo, Papua New Guinea",UTC+10:00
BUM,KBUM,Butler Memorial Airport,"Butler, Missouri, United States",UTC−06:00
BUN,SKBU,Gerardo Tobar López Airport,"Buenaventura, Colombia",UTC−05:00
BUO,HCMV,Burao Airport,"Burao, Somalia",UTC+03:00
BUP,VIBT,Bathinda Airport (Bhisiana Air Force Station),"Bathinda, Punjab, India",UTC+05:30
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,"Bulawayo, Zimbabwe",UTC+02:00
BUR,KBUR,Bob Hope Airport,"Burbank, California, United States",UTC−08:00
BUS,UGSB,Batumi International Airport (Alexander Kartveli Batumi Int'l Airport),"Batumi, Georgia",UTC+04:00
BUT,VQBT,Bathpalathang Airport,"Jakar, Bhutan",UTC+06:00
BUU,WIPI,Muara Bungo Airport,"Bungo Regency, Jambi, Indonesia",UTC+07:00
BUV,SUBU,Placeres Airport,"Bella Unión, Uruguay",UTC−03:00
BUW,WAWB,Betoambari Airport,"Baubau, Indonesia",UTC+08:00
BUX,FZKA,Bunia Airport,"Bunia, Democratic Republic of the Congo",UTC+02:00
BUY,YBUN,Bunbury Airport,"Bunbury, Western Australia, Australia",UTC+08:00
BUZ,OIBB,Bushehr Airport,"Bushehr, Iran",UTC+03:30
BVA,LFOB,Beauvais–Tillé Airport,"Beauvais, Picardy, France",UTC+01:00
BVB,SBBV,Boa Vista International Airport,"Boa Vista, Roraima, Brazil",UTC−04:00
BVC,GVBA,Aristides Pereira International Airport (Rabil Airport),"Boa Vista, Cape Verde",UTC−01:00
BVE,LFSL,Brive–Souillac Airport,"Brive-la-Gaillarde, Limousin, France",UTC+01:00
BVF,NFNU,Dama Airport,"Bua, Fiji",UTC+12:00
BVG,ENBV,Berlevåg Airport,"Berlevåg, Norway",UTC+01:00
BVH,SBVH,Vilhena Airport (Brigadeiro Camarão Airport),"Vilhena, Rondônia, Brazil",UTC−04:00
BVI,YBDV,Birdsville Airport,"Birdsville, Queensland, Australia",UTC+10:00
BVJ,USDB,Bovanenkovo Airport,"Bovanenkovo gas field, Yamalo-Nenets Autonomous Okrug, Russia",UTC+05:00
BVK,SLHJ,Huacaraje Airport,"Huacaraje, Bolivia",UTC−04:00
BVL,SLBU,Baures Airport,"Baures, Bolivia",UTC−04:00
BVM,SD6P,Belmonte Airport,"Belmonte, Bahia, Brazil",UTC−03:00
BVO,KBVO,Bartlesville Municipal Airport,"Bartlesville, Oklahoma, United States",UTC−06:00
BVP,,Bolovip Airport,"Bolovip, Papua New Guinea",UTC+10:00
BVR,GVBR,Esperadinha Airport,"Brava, Cape Verde",UTC−01:00
BVS,SNVS,Breves Airport,"Breves, Pará, Brazil",UTC−03:00
BVU,PABG,Beluga Airport (FAA: BLG),"Beluga, Alaska, United States",UTC−09:00
BVV,UHSB,Burevestnik Airport[1],"Burevestnik, Sakhalin Oblast, Russia",UTC+11:00
BVW,,Batavia Downs Airport,"Batavia Downs, Queensland, Australia",UTC+10:00
BVX,KBVX,Batesville Regional Airport,"Batesville, Arkansas, United States",UTC−06:00
BVY,KBVY,Beverly Municipal Airport,"Beverly, Massachusetts, United States",UTC−05:00
BVZ,YBYS,Beverley Springs Airport,"Beverley Springs, Western Australia, Australia",UTC+08:00
BWA,VNBW,Gautam Buddha Airport,"Siddharthanagar (Bhairawa), Nepal",UTC+05:45
BWB,YBWX,Barrow Island Airport,"Barrow Island, Western Australia, Australia",UTC+08:00
BWC,KBWC,Brawley Municipal Airport,"Brawley, California, United States",UTC−08:00
BWD,KBWD,Brownwood Regional Airport,"Brownwood, Texas, United States",UTC−06:00
BWE,EDVE,Braunschweig–Wolfsburg Airport,"Braunschweig, Lower Saxony, Germany",UTC+01:00
BWF,EGNL,Barrow/Walney Island Airport,"Barrow-in-Furness, England",UTC±00:00
BWG,KBWG,Bowling Green-Warren County Regional Airport,"Bowling Green, Kentucky, United States",UTC−06:00
BWH,WMKB,RMAF Butterworth,"Butterworth, Penang, Malaysia",UTC+08:00
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,"Baltimore–Washington metropolitan area, United States",UTC−05:00
BWJ,,Bawan Airport,"Bawan, Papua New Guinea",UTC+10:00
BWK,LDSB,Bol Airport (Brač Airport),"Bol, Croatia",UTC+01:00
BWL,KBKN,Blackwell–Tonkawa Municipal Airport[1] (FAA: BKN),"Blackwell, Oklahoma, United States",UTC−06:00
BWM,KBPP,Bowman Municipal Airport (FAA: BPP),"Bowman, North Dakota, United States",UTC−07:00
BWN,WBSB,Brunei International Airport,"Bandar Seri Begawan, Brunei",UTC+08:00
BWO,UWSB,Balakovo Airport,"Balakovo, Saratov Oblast, Russia",UTC+04:00
BWP,AYBI,Bewani Airport,"Bewani, Papua New Guinea",UTC+10:00
BWQ,YBRW,Brewarrina Airport,"Brewarrina, New South Wales, Australia",UTC+10:00
BWT,YWYY,Burnie Airport,"Burnie, Tasmania, Australia",UTC+10:00
BWU,YSBK,Bankstown Airport,"Bankstown, New South Wales, Australia",UTC+10:00
BWW,MUBR,Las Brujas Airport[1],"Cayo Santa María, Cuba",UTC−05:00
BWX,WADY,Banyuwangi Airport,"Banyuwangi, Indonesia",UTC+07:00
BWY,EGVJ,RAF Bentwaters,"Woodbridge, England",UTC±00:00
BXA,KBXA,George R. Carr Memorial Air Field,"Bogalusa, Louisiana, United States",UTC−06:00
BXB,WASO,Babo Airport,"Babo, Indonesia",UTC+09:00
BXD,WAKE,Bade Airport,"Bade, Indonesia",UTC+09:00
BXE,GOTB,Bakel Airport,"Bakel, Senegal",UTC±00:00
BXF,YBEB,Bellburn Airstrip[1],"Bellburn Camps, Western Australia, Australia",UTC+08:00
BXG,YBDG,Bendigo Airport,"Bendigo, Victoria, Australia",UTC+10:00
BXH,UAAH,Balkhash Airport,"Balkhash, Kazakhstan",UTC+06:00
BXI,DIBI,Boundiali Airport,"Boundiali, Ivory Coast",UTC±00:00
BXJ,UAAR,Boraldai Airport,"Almaty, Kazakhstan",UTC+06:00
BXK,KBXK,Buckeye Municipal Airport,"Buckeye, Arizona, United States",UTC−07:00
BXL,,Blue Lagoon Seaplane Base,"Nanuya Lailai, Fiji",UTC+12:00
BXM,,Batom Airport,"Batom, Indonesia",UTC+09:00
BXN,LTBV,Bodrum-Imsik Airport,"Bodrum, Turkey",UTC+03:00
BXO,LSZC,Buochs Airport,"Buochs, Switzerland",UTC+01:00
BXP,EPBP,Biała Podlaska Airport,"Biała Podlaska, Poland",UTC+01:00
BXR,OIKM,Bam Airport,"Bam, Iran",UTC+03:30
BXS,,Borrego Valley Airport (FAA: L08),"Borrego Springs, California, United States",UTC−08:00
BXT,WRLC,PT Badak Bontang Airport,"Bontang, Indonesia",UTC+08:00
BXU,RPME,Bancasi Airport,"Butuan, Philippines",UTC+08:00
BXV,BIBV,Breiðdalsvík Airport,"Breiðdalsvík, Iceland",UTC±00:00
BXW,WARW,Bawean Airport,"Bawean, East Java, Indonesia",UTC+08:00
BXX,,Borama Airport,"Borama, Somalia",UTC+03:00
BXY,UAOL,Krayniy Airport,"Baikonur, Kazakhstan",UTC+06:00
BXZ,AYNS,Bunsil Airport,"Bunsil, Papua New Guinea",UTC+10:00
BYA,,Boundary Airport,"Boundary, Alaska, United States",UTC−09:00
BYB,,Dibba Airport,"Dibba Al-Baya, Oman",UTC+04:00
BYC,SLYA,Yacuiba Airport,"Yacuíba, Bolivia",UTC−04:00
BYD,OYBI,Al Bayda Airport,"Al Bayda, Yemen",UTC+03:00
BYF,LFAQ,Albert – Picardie Airport[1],"Albert, Picardy, France",UTC+01:00
BYG,KBYG,Johnson County Airport,"Buffalo, Wyoming, United States",UTC−07:00
BYH,KBYH,Arkansas International Airport,"Blytheville, Arkansas, United States",UTC−06:00
BYI,KBYI,Burley Municipal Airport,"Burley, Idaho, United States",UTC−07:00
BYJ,LPBJ,Beja Airport,"Beja, Portugal",UTC±00:00
BYK,DIBK,Bouaké Airport,"Bouaké, Ivory Coast",UTC±00:00
BYL,,Bella Yella Airport,"Bella Yella, Liberia",UTC±00:00
BYM,MUBY,Carlos Manuel de Céspedes Airport,"Bayamo, Cuba",UTC−05:00
BYN,ZMBH,Bayankhongor Airport,"Bayankhongor, Mongolia",UTC+08:00
BYO,SBDB,Bonito Airport[1],"Bonito, Mato Grosso do Sul, Brazil",UTC−03:00
BYP,YBRY,Barimunya Airport,"Barimunya, Western Australia, Australia",UTC+08:00
BYQ,WALV,Bunyu Airport,"Bunyu, Indonesia",UTC+08:00
BYR,EKLS,Læsø Airport,"Læsø, Denmark",UTC+01:00
BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin),"Barstow, California, United States",UTC−08:00
BYT,EIBN,Bantry Aerodrome,"Bantry, Ireland",UTC±00:00
BYU,EDQD,Bindlacher Berg Airport,"Bayreuth, Bavaria, Germany",UTC+01:00
BYV,,Beira Lake Seaplane Base[1],"Colombo, Sri Lanka",UTC+05:30
BYW,,Blakely Island Airport (FAA: 38WA),"Blakely Island, Washington, United States",UTC−08:00
BYX,,Baniyala Airport,"Baniyala, Northern Territory, Australia",UTC+09:30
BZA,MNBZ,San Pedro Airport,"Bonanza, Nicaragua",UTC−06:00
BZB,,Bazaruto Island Airport,"Bazaruto Island, Mozambique",UTC+02:00
BZC,SBBZ,Umberto Modiano Airport,"Armação dos Búzios, Rio de Janeiro, Brazil",UTC−03:00
BZD,YBRN,Balranald Airport,"Balranald, New South Wales, Australia",UTC+10:00
BZE,MZBZ,Philip S. W. Goldson International Airport,"Belize City, Belize",UTC−06:00
BZF,,Benton Field[1],"Redding, California, United States",UTC−08:00
BZG,EPBY,Bydgoszcz Ignacy Jan Paderewski Airport,"Bydgoszcz, Poland",UTC+01:00
BZH,,Bumi Hills Airstrip[1],"Bumi Hills, Zimbabwe",UTC+02:00
BZI,LTBF,Balıkesir Airport (Merkez Airport),"Balıkesir, Turkey",UTC+03:00
BZK,UUBP,Bryansk International Airport,"Bryansk, Bryansk Oblast, Russia",UTC+03:00
BZL,VGBR,Barisal Airport,"Barisal, Bangladesh",UTC+06:00
BZM,,Bemolanga Airport[1],"Bemolanga, Madagascar",UTC+03:00
BZN,KBZN,Bozeman Yellowstone International Airport (Gallatin Field),"Bozeman, Montana, United States",UTC−07:00
BZO,LIPB,Bolzano Airport,"Bolzano, Trentino-Alto Adige/Südtirol, Italy",UTC+01:00
BZP,,Bizant Airport,"Bizant, Queensland, Australia",UTC+10:00
BZR,LFMU,Béziers Cap d'Agde Airport,"Béziers, Languedoc-Roussillon, France",UTC+01:00
BZT,,Eagle Air Park[1],"Brazoria, Texas, United States",UTC−06:00
BZU,FZKJ,Buta Zega Airport,"Buta, Democratic Republic of the Congo",UTC+02:00
BZV,FCBB,Maya-Maya Airport,"Brazzaville, Republic of the Congo",UTC+01:00
BZX,,Bazhong Enyang Airport,"Bazhong, Sichuan, China",UTC+08:00
BZY,LUBL,Bălți International Airport,"Bălți, Moldova",UTC+02:00
BZZ,EGVN,RAF Brize Norton,"Carterton, England",UTC±00:00
CAA,MHGE,El Aguacate Airport,"Catacamas, Honduras",UTC−06:00
CAB,FNCA,Cabinda Airport,"Cabinda, Angola",UTC+01:00
CAC,SBCA,Cascavel Airport (Adalberto Mendes da Silva Airport),"Cascavel, Paraná, Brazil",UTC−03:00
CAD,KCAD,Wexford County Airport,"Cadillac, Michigan, United States",UTC−05:00
CAE,KCAE,Columbia Metropolitan Airport,"Columbia, South Carolina, United States",UTC−05:00
CAF,SWCA,Carauari Airport,"Carauari, Amazonas, Brazil",UTC−05:00
CAG,LIEE,Cagliari Elmas Airport,"Cagliari, Sardinia, Italy",UTC+01:00
CAH,VVCM,Cà Mau Airport,"Cà Mau, Vietnam",UTC+07:00
CAI,HECA,Cairo International Airport,"Cairo, Egypt",UTC+02:00
CAJ,SVCN,Canaima Airport,"Canaima, Venezuela",UTC−04:00
CAK,KCAK,Akron-Canton Airport,"Akron / Canton, Ohio, United States",UTC−05:00
CAL,EGEC,Campbeltown Airport / RAF Machrihanish,"Campbeltown, Scotland, United Kingdom",UTC±00:00
CAM,SLCA,Camiri Airport,"Camiri, Bolivia",UTC−04:00
CAN,ZGGG,Guangzhou Baiyun International Airport,"Guangzhou, Guangdong, China",UTC+08:00
CAO,KCAO,Clayton Municipal Airpark,"Clayton, New Mexico, United States",UTC−07:00
CAP,MTCH,Hugo Chávez International Airport,"Cap-Haïtien, Haiti",UTC−05:00
CAQ,SKCU,Juan H. White Airport,"Caucasia, Colombia",UTC−05:00
CAR,KCAR,Caribou Municipal Airport,"Caribou, Maine, United States",UTC−05:00
CAS,GMMC,Anfa Airport,"Casablanca, Morocco",UTC±00:00
CAT,LPCS,Cascais Municipal Aerodrome[1],"Cascais, Portugal",UTC±00:00
CAU,SNRU,Caruaru Airport (Oscar Laranjeiras Airport),"Caruaru, Pernambuco, Brazil",UTC−03:00
CAV,FNCZ,Cazombo Airport,"Cazombo, Angola",UTC+01:00
CAW,SBCP,Bartolomeu Lysandro Airport,"Campos dos Goytacazes, Rio de Janeiro, Brazil",UTC−03:00
CAX,EGNC,Carlisle Lake District Airport,"Carlisle, England, United Kingdom",UTC±00:00
CAY,SOCA,Cayenne – Félix Eboué Airport,"Cayenne, French Guiana",UTC−03:00
CAZ,YCBA,Cobar Airport,"Cobar, New South Wales, Australia",UTC+10:00
CBB,SLCB,Jorge Wilstermann International Airport,"Cochabamba, Bolivia",UTC−04:00
CBC,,Cherrabun Airport,"Cherrabun, Western Australia, Australia",UTC+08:00
CBD,VOCX,Car Nicobar Air Force Base,"Car Nicobar, Andaman and Nicobar Islands, India",UTC+05:30
CBE,KCBE,Greater Cumberland Regional Airport,"Cumberland, Maryland, United States",UTC−05:00
CBF,KCBF,Council Bluffs Municipal Airport,"Council Bluffs, Iowa, United States",UTC−06:00
CBG,EGSC,Cambridge Airport,"Cambridge, England, United Kingdom",UTC±00:00
CBH,DAOR,Boudghene Ben Ali Lotfi Airport,"Béchar, Algeria",UTC+01:00
CBI,,Cape Barren Island Airport,"Cape Barren Island, Tasmania, Australia",UTC+10:00
CBJ,MDCR,Cabo Rojo Airport,"Pedernales, Dominican Republic",UTC−04:00
CBK,KCBK,Colby Municipal Airport (Shalz Field),"Colby, Kansas, United States",UTC−06:00
CBL,SVCB,Tomás de Heres Airport,"Ciudad Bolívar, Venezuela",UTC−04:00
CBM,KCBM,Columbus Air Force Base,"Columbus, Mississippi, United States",UTC−06:00
CBN,WICD,Penggung Airport (Cakrabuwana Airport),"Cirebon, Indonesia",UTC+07:00
CBO,RPMC,Awang Airport,"Cotabato City, Philippines",UTC+08:00
CBP,LPCO,Coimbra Airport,"Coimbra, Portugal",UTC±00:00
CBQ,DNCA,Margaret Ekpo International Airport,"Calabar, Nigeria",UTC+01:00
CBR,YSCB,Canberra Airport,"Canberra, Australian Capital Territory, Australia",UTC+10:00
CBS,SVON,Oro Negro Airport,"Cabimas, Venezuela",UTC−04:00
CBT,FNCT,Catumbela Airport,"Catumbela, Angola",UTC+01:00
CBU,EDCD,Cottbus-Drewitz Airport,"Cottbus, Brandenburg, Germany",UTC+01:00
CBV,MGCB,Cobán Airport,"Cobán, Guatemala",UTC−06:00
CBW,SSKM,Campo Mourão Airport,"Campo Mourão, Paraná, Brazil",UTC−03:00
CBX,YCDO,Condobolin Airport,"Condobolin, New South Wales, Australia",UTC+10:00
CBY,,Canobie Airport,"Canobie Station, Queensland, Australia",UTC+10:00
CCA,SLCH,Chimore Airport,"Chimoré, Cochabamba, Bolivia",UTC−04:00
CCB,KCCB,Cable Airport,"Upland, California, United States",UTC−08:00
CCC,MUCC,Jardines del Rey Airport,"Cayo Coco, Cuba",UTC−05:00
CCF,LFMK,Carcassonne Airport,"Carcassonne, Languedoc-Roussillon, France",UTC+01:00
CCG,,Crane County Airport (FAA: E13),"Crane, Texas, United States",UTC−06:00
CCH,SCCC,Chile Chico Airfield,"Chile Chico, Chile",UTC−04:00
CCI,SSCK,Concórdia Airport,"Concórdia, Santa Catarina, Brazil",UTC−03:00
CCJ,VOCL,Calicut International Airport,"Kozhikode (Calicut), Kerala, India",UTC+05:30
CCK,YPCC,Cocos (Keeling) Islands Airport,"Cocos (Keeling) Islands, Australia",UTC+06:30
CCL,YCCA,Chinchilla Airport,"Chinchilla, Queensland, Australia",UTC+10:00
CCM,SBCM,Diomício Freitas Airport,"Criciúma, Santa Catarina, Brazil",UTC−03:00
CCN,OACC,Chaghcharan Airport,"Chaghcharan, Afghanistan",UTC+04:30
CCO,SKCI,Carimagua Airport,"Carimagua, Colombia",UTC−05:00
CCP,SCIE,Carriel Sur International Airport,"Concepción, Chile",UTC−04:00
CCR,KCCR,Buchanan Field Airport,"Concord, California, United States",UTC−08:00
CCS,SVMI,Simón Bolívar International Airport,"Caracas, Venezuela",UTC−04:00
CCT,,Colonia Catriel Airport,"Catriel, Río Negro, Argentina",UTC−03:00
CCU,VECC,Netaji Subhas Chandra Bose International Airport,"Kolkata, West Bengal, India",UTC+05:30
CCV,NVSF,Craig Cove Airport,"Craig Cove, Ambrym Island, Malampa, Vanuatu",UTC+11:00
CCW,YCWL,Cowell Airport,"Cowell, South Australia, Australia",UTC+09:30
CCX,SWKC,Cáceres Airport,"Cáceres, Mato Grosso, Brazil",UTC−03:00
CCY,KCCY,Northeast Iowa Regional Airport,"Charles City, Iowa, United States",UTC−06:00
CCZ,MYBC,Chub Cay International Airport,"Chub Cay, Berry Islands, Bahamas",UTC−05:00
CDA,YCOO,Cooinda Airport,"Cooinda, Northern Territory, Australia",UTC+09:30
CDB,PACD,Cold Bay Airport,"Cold Bay, Alaska, United States",UTC−09:00
CDC,KCDC,Cedar City Regional Airport,"Cedar City, Utah, United States",UTC−07:00
CDD,,Cauquira Airport,"Cauquira, Honduras",UTC−06:00
CDE,ZBCD,Chengde Puning Airport,"Chengde, Hebei, China",UTC+08:00
CDG,LFPG,Charles de Gaulle Airport (Roissy Airport),"Paris, Île-de-France, France",UTC+01:00
CDH,KCDH,Harrell Field,"Camden, Arkansas, United States",UTC−06:00
CDI,SNKI,Cachoeiro de Itapemirim Airport (Raimundo de Andrade Airport),"Cachoeiro de Itapemirim, Espírito Santo, Brazil",UTC−03:00
CDJ,SBAA,Conceição do Araguaia Airport,"Conceição do Araguaia, Pará, Brazil",UTC−03:00
CDK,KCDK,George T. Lewis Airport,"Cedar Key, Florida, United States",UTC−05:00
CDL,,Candle 2 Airport (FAA: AK75),"Candle, Alaska, United States",UTC−09:00
CDN,KCDN,Woodward Field,"Camden, South Carolina, United States",UTC−05:00
CDO,FACD,Cradock Airport,"Cradock, South Africa",UTC+02:00
CDP,VOCP,Kadapa Airport,"Kadapa, Andhra Pradesh, India",UTC+05:30
CDQ,YCRY,Croydon Airport,"Croydon, Queensland, Australia",UTC+10:00
CDR,KCDR,Chadron Municipal Airport,"Chadron, Nebraska, United States",UTC−07:00
CDS,KCDS,Childress Municipal Airport,"Childress, Texas, United States",UTC−06:00
CDT,LECS,Castellón–Costa Azahar Airport,"Castellón de la Plana, Valencia, Spain",UTC+01:00
CDU,YSCN,Camden Airport,"Camden, New South Wales, Australia",UTC+10:00
CDV,PACV,Merle K. (Mudhole) Smith Airport,"Cordova, Alaska, United States",UTC−09:00
CDW,KCDW,Essex County Airport,"Caldwell, New Jersey, United States",UTC−05:00
CDY,RPMU,Cagayan de Sulu Airport,"Mapun, Philippines",UTC+08:00
CEA,KCEA,Cessna Aircraft Field,"Wichita, Kansas, United States",UTC−06:00
CEB,RPVM,Mactan–Cebu International Airport,"Lapu-Lapu, Philippines",UTC+08:00
CEC,KCEC,Del Norte County Airport (Jack McNamara Field),"Crescent City, California, United States",UTC−08:00
CED,YCDU,Ceduna Airport,"Ceduna, South Australia, Australia",UTC+09:30
CEE,ULWC,Cherepovets Airport,"Cherepovets, Vologda Oblast, Russia",UTC+03:00
CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,"Springfield, Massachusetts, United States",UTC−05:00
CEG,EGNR,Hawarden Airport (Chester Airport),"Chester, England, United Kingdom",UTC±00:00
CEH,FWCD,Chelinda Airport,"Chelinda, Malawi",UTC+02:00
CEI,VTCT,Chiang Rai International Airport (Mae Fah Luang Int'l),"Chiang Rai, Thailand",UTC+07:00
CEK,USCC,Chelyabinsk Airport,"Chelyabinsk, Chelyabinsk Oblast, Russia",UTC+05:00
CEL,SSCN,Canela Airport,"Canela, Rio Grande do Sul, Brazil",UTC−03:00
CEM,PARL,Central Airport,"Central, Alaska, United States",UTC−09:00
CEN,MMCN,Ciudad Obregón International Airport,"Ciudad Obregón, Sonora, Mexico",UTC−07:00
CEO,FNWK,Waco Kungo Airport,"Waku-Kungo, Angola",UTC+01:00
CEP,SLCP,Concepción Airport,"Concepción, Bolivia",UTC−04:00
CEQ,LFMD,Cannes – Mandelieu Airport,"Cannes, Provence-Alpes-Côte d'Azur, France",UTC+01:00
CER,LFRC,Cherbourg – Maupertus Airport,"Cherbourg-Octeville, Lower Normandy, France",UTC+01:00
CES,YCNK,Cessnock Airport,"Cessnock, New South Wales, Australia",UTC+10:00
CET,LFOU,Cholet Le Pontreau Airport,"Cholet, Pays de la Loire, France",UTC+01:00
CEU,KCEU,Oconee County Regional Airport,"Clemson, South Carolina, United States",UTC−05:00
CEV,KCEV,Mettel Field,"Connersville, Indiana, United States",UTC−05:00
CEW,KCEW,Bob Sikes Airport,"Crestview, Florida, United States",UTC−06:00
CEX,,Chena Hot Springs Airport (FAA: AK13),"Chena Hot Springs, Alaska, United States",UTC−09:00
CEY,KCEY,Murray-Calloway County Airport,"Murray, Kentucky, United States",UTC−06:00
CEZ,KCEZ,Cortez Municipal Airport,"Cortez, Colorado, United States",UTC−07:00
CFB,SBCB,Cabo Frio International Airport,"Cabo Frio, Rio de Janeiro, Brazil",UTC−03:00
CFC,SBCD,Caçador Airport,"Caçador, Santa Catarina, Brazil",UTC−03:00
CFD,KCFD,Coulter Field,"Bryan, Texas, United States",UTC−06:00
CFE,LFLC,Clermont-Ferrand Auvergne Airport,"Clermont-Ferrand, Auvergne, France",UTC+01:00
CFF,FNCF,Cafunfo Airport,"Cafunfo, Angola",UTC+01:00
CFG,MUCF,Jaime González Airport,"Cienfuegos, Cuba",UTC−05:00
CFH,,Clifton Hills Airport,"Clifton Hills, South Australia, Australia",UTC+09:30
CFI,YCFD,Camfield Airport,"Camfield Station, Northern Territory, Australia",UTC+09:30
CFK,DAOI,Chlef International Airport,"Chlef, Algeria",UTC+01:00
CFM,,Conklin (Leismer) Airport,"Wood Buffalo, Alberta, Canada",UTC−07:00
CFN,EIDL,Donegal Airport,"County Donegal, Ireland",UTC±00:00
CFO,,Confresa Airport,"Confresa, Mato Grosso, Brazil",UTC−04:00
CFP,,Carpentaria Downs Airport,"Carpentaria Downs, Queensland, Australia",UTC+10:00
CFQ,,Creston Aerodrome[1] (TC: CAJ3),"Creston, British Columbia, Canada",UTC−07:00
CFR,LFRK,Caen – Carpiquet Airport,"Caen, Lower Normandy, France",UTC+01:00
CFS,YCFS,Coffs Harbour Airport,"Coffs Harbour, New South Wales, Australia",UTC+10:00
CFT,KCFT,Greenlee County Airport,"Clifton / Morenci, Arizona, United States",UTC−07:00
CFU,LGKR,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),"Corfu, Greece",UTC+02:00
CFV,KCFV,Coffeyville Municipal Airport,"Coffeyville, Kansas, United States",UTC−06:00
CGA,,Craig Seaplane Base,"Craig, Alaska, United States",UTC−09:00
CGB,SBCY,Marechal Rondon International Airport,"Cuiabá, Mato Grosso, Brazil",UTC−04:00
CGC,AYCG,Cape Gloucester Airport,"Cape Gloucester, Papua New Guinea",UTC+10:00
CGD,ZGCD,Changde Taohuayuan Airport,"Changde, Hunan, China",UTC+08:00
CGE,KCGE,Cambridge–Dorchester Airport,"Cambridge, Maryland, United States",UTC−05:00
